Frame,Time (Seconds),X,Y,Z,X,Y,Z,W
8712,87.12,-2.052513,0.974676,1.997262,-0.926928,0.038159,-0.183988,0.324802
8713,87.13,-2.053627,0.976023,1.989622,-0.92694,0.038843,-0.184427,0.324439
8714,87.14,-2.054707,0.977521,1.982085,-0.926512,0.0389,-0.186021,0.324743
8715,87.15,-2.056076,0.979163,1.974383,-0.926173,0.037266,-0.188268,0.324608
8716,87.16,-2.057037,0.980555,1.966757,-0.925654,0.036724,-0.190947,0.324585
8717,87.17,-2.057669,0.981562,1.95933,-0.924383,0.037183,-0.193238,0.326793
8718,87.18,-2.058213,0.982559,1.951898,-0.923214,0.036084,-0.196143,0.328483
8719,87.19,-2.05907,0.98359,1.94435,-0.922774,0.033595,-0.199628,0.327884
8720,87.2,-2.059426,0.98426,1.937157,-0.921683,0.032538,-0.202867,0.329069
8721,87.21,-2.060073,0.985086,1.929944,-0.92126,0.030089,-0.206952,0.327941
8722,87.22,-2.061059,0.985828,1.923138,-0.920566,0.027907,-0.208364,0.329188
8723,87.23,-2.061882,0.986427,1.916302,-0.920235,0.02752,-0.21116,0.328363
8724,87.24,-2.062734,0.986795,1.909932,-0.919305,0.029316,-0.212234,0.330114
8725,87.25,-2.064012,0.987482,1.903579,-0.919353,0.029419,-0.212789,0.329614
8726,87.26,-2.065145,0.987914,1.897671,-0.918915,0.030554,-0.212372,0.330999
8727,87.27,-2.066504,0.988526,1.891721,-0.919036,0.030609,-0.212321,0.33069
8728,87.28,-2.067671,0.989025,1.886062,-0.918917,0.030946,-0.211552,0.331482
8729,87.29,-2.06888,0.98968,1.880414,-0.919485,0.029163,-0.212662,0.32935
8730,87.3,-2.070266,0.990358,1.874978,-0.918985,0.028001,-0.211083,0.331853
8731,87.31,-2.070729,0.990509,1.869663,-0.918043,0.031053,-0.210247,0.334707
8732,87.32,-2.071651,0.9911,1.864113,-0.917887,0.031309,-0.210762,0.334787
8733,87.33,-2.072841,0.991938,1.858685,-0.918308,0.027855,-0.210454,0.33413
8734,87.34,-2.073318,0.992094,1.853424,-0.917474,0.030475,-0.210489,0.336167
8735,87.35,-2.074003,0.992511,1.848166,-0.916784,0.031627,-0.210492,0.337936
8736,87.36,-2.074995,0.993159,1.842736,-0.916923,0.031011,-0.210358,0.337697
8737,87.37,-2.075881,0.993595,1.837474,-0.916759,0.031618,-0.209446,0.338654
8738,87.38,-2.076895,0.994014,1.832132,-0.916659,0.032194,-0.2081,0.339697
8739,87.39,-2.078528,0.994895,1.826597,-0.917507,0.028803,-0.206066,0.338952
8740,87.4,-2.079356,0.995027,1.821414,-0.917,0.030732,-0.205563,0.340456
8741,87.41,-2.080745,0.995553,1.815932,-0.917578,0.028475,-0.204049,0.340005
8742,87.42,-2.081543,0.995476,1.810691,-0.917031,0.030626,-0.20396,0.341347
8743,87.43,-2.082891,0.995457,1.805139,-0.917594,0.030736,-0.203242,0.340249
8744,87.44,-2.083728,0.995611,1.799877,-0.91743,0.02985,-0.202543,0.341184
8745,87.45,-2.084168,0.995406,1.794538,-0.916932,0.031211,-0.203715,0.341705
8746,87.46,-2.085253,0.995448,1.788892,-0.9182,0.030154,-0.202419,0.339154
8747,87.47,-2.085987,0.995539,1.783635,-0.91806,0.029162,-0.20168,0.34006
8748,87.48,-2.086417,0.995407,1.778229,-0.917936,0.030353,-0.202885,0.339574
8749,87.49,-2.087414,0.995562,1.772821,-0.918505,0.027351,-0.201686,0.339004
8750,87.5,-2.087748,0.995106,1.767615,-0.917968,0.029833,-0.201635,0.340278
8751,87.51,-2.08847,0.994754,1.762081,-0.91893,0.030894,-0.199785,0.338673
8752,87.52,-2.089216,0.99451,1.756583,-0.919445,0.030755,-0.198655,0.337951
8753,87.53,-2.089505,0.994307,1.751228,-0.918934,0.031029,-0.199414,0.338869
8754,87.54,-2.090037,0.994201,1.745683,-0.919054,0.030525,-0.200112,0.338177
8755,87.55,-2.090399,0.993919,1.740341,-0.919398,0.029352,-0.200555,0.33708
8756,87.56,-2.090721,0.993534,1.734729,-0.919361,0.030393,-0.199,0.338011
8757,87.57,-2.091208,0.993372,1.729047,-0.920317,0.028884,-0.199399,0.335294
8758,87.58,-2.091751,0.992786,1.723427,-0.920418,0.02952,-0.196799,0.336497
8759,87.59,-2.092134,0.992541,1.717854,-0.920282,0.028399,-0.19515,0.337922
8760,87.6,-2.092528,0.992127,1.712192,-0.920144,0.02773,-0.195248,0.338297
8761,87.61,-2.092802,0.991277,1.706335,-0.920979,0.029001,-0.194346,0.336433
8762,87.62,-2.092985,0.990676,1.70055,-0.920554,0.029798,-0.195628,0.336781
8763,87.63,-2.09299,0.989849,1.694942,-0.919799,0.030846,-0.195801,0.338646
8764,87.64,-2.093574,0.989241,1.68908,-0.920248,0.029026,-0.193943,0.338655
8765,87.65,-2.093658,0.988241,1.68306,-0.920222,0.030932,-0.193738,0.338675
8766,87.66,-2.093991,0.98734,1.676938,-0.920466,0.031504,-0.193917,0.337857
8767,87.67,-2.094134,0.986232,1.670889,-0.920247,0.032894,-0.192812,0.338951
8768,87.68,-2.09469,0.985198,1.66461,-0.921172,0.032917,-0.190565,0.337704
8769,87.69,-2.094773,0.984236,1.658392,-0.920917,0.033777,-0.190415,0.338398
8770,87.7,-2.095026,0.983415,1.651959,-0.921227,0.033991,-0.190621,0.337415
8771,87.71,-2.095158,0.982322,1.645671,-0.920786,0.035281,-0.189338,0.339204
8772,87.72,-2.095252,0.981252,1.639251,-0.920862,0.036415,-0.188329,0.339441
8773,87.73,-2.095425,0.980252,1.632605,-0.921081,0.037,-0.187494,0.339244
8774,87.74,-2.095795,0.979688,1.625505,-0.922908,0.035732,-0.183347,0.336671
8775,87.75,-2.095873,0.97855,1.618853,-0.922352,0.037454,-0.184739,0.337246
8776,87.76,-2.095676,0.977115,1.612642,-0.9201,0.039989,-0.187785,0.341399
8777,87.77,-2.0958,0.97651,1.605342,-0.921931,0.039232,-0.18173,0.339822
8778,87.78,-2.095796,0.975484,1.598329,-0.921764,0.041187,-0.180979,0.340442
8779,87.79,-2.095788,0.9745,1.591251,-0.92117,0.042763,-0.181126,0.341777
8780,87.8,-2.095899,0.973963,1.583676,-0.922456,0.042143,-0.177048,0.340519
8781,87.81,-2.095855,0.972794,1.576709,-0.920434,0.044757,-0.180404,0.343879
8782,87.82,-2.096144,0.972187,1.569177,-0.920301,0.044248,-0.178734,0.345169
8783,87.83,-2.095985,0.971221,1.561597,-0.918929,0.04722,-0.179689,0.347925
8784,87.84,-2.09602,0.97078,1.55327,-0.920181,0.047874,-0.174619,0.347106
8785,87.85,-2.096066,0.970201,1.544969,-0.920712,0.048786,-0.171109,0.347321
8786,87.86,-2.09606,0.969503,1.536622,-0.920527,0.050452,-0.169579,0.348321
8787,87.87,-2.096118,0.968852,1.527987,-0.920811,0.051806,-0.167616,0.348321
8788,87.88,-2.096241,0.968224,1.519263,-0.920776,0.053795,-0.164848,0.349432
8789,87.89,-2.096417,0.967685,1.510431,-0.920704,0.055929,-0.161639,0.350782
8790,87.9,-2.096634,0.967515,1.501401,-0.920645,0.057253,-0.157517,0.352594
8791,87.91,-2.096696,0.967155,1.492632,-0.919301,0.059994,-0.157803,0.355507
8792,87.92,-2.096719,0.967169,1.483537,-0.919405,0.061259,-0.156544,0.355577
8793,87.93,-2.096609,0.967508,1.474398,-0.919617,0.061706,-0.154529,0.355833
8794,87.94,-2.096314,0.968063,1.465436,-0.918854,0.06174,-0.154943,0.357615
8795,87.95,-2.095877,0.968685,1.456635,-0.918094,0.062299,-0.155352,0.359288
8796,87.96,-2.09532,0.969759,1.44772,-0.918596,0.060625,-0.153684,0.359009
8797,87.97,-2.094555,0.970912,1.439226,-0.917916,0.059101,-0.155014,0.360427
8798,87.98,-2.093632,0.972239,1.430749,-0.917596,0.057383,-0.155813,0.361174
8799,87.99,-2.092675,0.973699,1.422305,-0.917558,0.055839,-0.155748,0.361542
8800,88,-2.0916,0.975195,1.41416,-0.916479,0.055022,-0.156042,0.364267
8801,88.01,-2.090597,0.976752,1.40596,-0.916221,0.054067,-0.15489,0.365548
8802,88.02,-2.08966,0.978032,1.398155,-0.915448,0.054593,-0.154662,0.367497
8803,88.03,-2.088975,0.97929,1.390276,-0.915609,0.055241,-0.151646,0.368255
8804,88.04,-2.088428,0.980279,1.382657,-0.915948,0.056411,-0.148597,0.368478
8805,88.05,-2.088014,0.981048,1.375276,-0.916028,0.05863,-0.144836,0.36943
8806,88.06,-2.087834,0.981537,1.368099,-0.916634,0.060233,-0.140205,0.369454
8807,88.07,-2.087779,0.981861,1.360989,-0.91789,0.061791,-0.135183,0.367947
8808,88.08,-2.087765,0.982068,1.354235,-0.918324,0.063311,-0.132733,0.367498
8809,88.09,-2.087711,0.982266,1.347819,-0.918264,0.064546,-0.130862,0.368104
8810,88.1,-2.087651,0.982581,1.34127,-0.918642,0.065311,-0.128286,0.367933
8811,88.11,-2.087571,0.982952,1.334906,-0.918993,0.065825,-0.126865,0.367457
8812,88.12,-2.087533,0.983331,1.328729,-0.919561,0.065632,-0.126026,0.366357
8813,88.13,-2.087404,0.983872,1.322714,-0.919641,0.065514,-0.125397,0.366392
8814,88.14,-2.087154,0.984368,1.316939,-0.919168,0.065946,-0.124766,0.367715
8815,88.15,-2.086884,0.984939,1.311173,-0.918965,0.06637,-0.124721,0.368162
8816,88.16,-2.086606,0.985578,1.305485,-0.919632,0.066167,-0.12419,0.36671
8817,88.17,-2.086136,0.986195,1.299987,-0.919747,0.066569,-0.123701,0.366513
8818,88.18,-2.085625,0.987287,1.294352,-0.920311,0.065962,-0.12059,0.366244
8819,88.19,-2.084954,0.987741,1.289332,-0.918948,0.067781,-0.124023,0.368184
8820,88.2,-2.084339,0.988445,1.284047,-0.919196,0.068196,-0.12472,0.367251
8821,88.21,-2.083685,0.989371,1.278838,-0.918604,0.068691,-0.1242,0.368814
8822,88.22,-2.083005,0.990591,1.27329,-0.919103,0.067686,-0.121369,0.368697
8823,88.23,-2.082266,0.99119,1.268211,-0.918442,0.068571,-0.125157,0.368915
8824,88.24,-2.081465,0.991768,1.263453,-0.916785,0.069413,-0.129856,0.371246
8825,88.25,-2.080739,0.992553,1.258335,-0.916648,0.069195,-0.130594,0.371367
8826,88.26,-2.07997,0.993208,1.253258,-0.915871,0.070132,-0.131884,0.372651
8827,88.27,-2.079219,0.993786,1.24818,-0.915695,0.070148,-0.134129,0.372278
8828,88.28,-2.07862,0.994665,1.242738,-0.917566,0.068334,-0.131743,0.368844
8829,88.29,-2.07794,0.994768,1.238039,-0.916437,0.069537,-0.13527,0.370149
8830,88.3,-2.077201,0.994942,1.233236,-0.91544,0.070051,-0.139102,0.371097
8831,88.31,-2.076566,0.995049,1.228329,-0.915437,0.069984,-0.140381,0.370635
8832,88.32,-2.076042,0.995102,1.223306,-0.9162,0.069533,-0.141277,0.368489
8833,88.33,-2.075687,0.995448,1.217998,-0.918242,0.067505,-0.138069,0.364981
8834,88.34,-2.07499,0.995163,1.213419,-0.917122,0.068291,-0.142488,0.365952
8835,88.35,-2.074758,0.994875,1.208695,-0.916845,0.071251,-0.14545,0.364915
8836,88.36,-2.074108,0.994395,1.20416,-0.916826,0.069195,-0.146638,0.364882
8837,88.37,-2.073606,0.99404,1.199411,-0.917328,0.067397,-0.14666,0.363947
8838,88.38,-2.073298,0.993739,1.194476,-0.918424,0.06665,-0.146725,0.361286
8839,88.39,-2.073101,0.993829,1.189376,-0.91986,0.064576,-0.144602,0.358857
8840,88.4,-2.0727,0.993232,1.184931,-0.918786,0.06485,-0.149329,0.359621
8841,88.41,-2.072543,0.99345,1.179729,-0.917897,0.065239,-0.150621,0.361279
8842,88.42,-2.072231,0.992957,1.175192,-0.917363,0.0665,-0.156785,0.35978
8843,88.43,-2.071992,0.992693,1.170193,-0.919771,0.062795,-0.153049,0.355884
8844,88.44,-2.071536,0.991968,1.165766,-0.918418,0.062578,-0.157166,0.35762
8845,88.45,-2.071078,0.991346,1.161343,-0.918733,0.060331,-0.165158,0.353571
8846,88.46,-2.070916,0.99135,1.155906,-0.921664,0.056218,-0.163181,0.347487
8847,88.47,-2.07066,0.991088,1.150791,-0.921944,0.054713,-0.163342,0.346908
8848,88.48,-2.07039,0.990659,1.145694,-0.921768,0.054014,-0.165249,0.346583
8849,88.49,-2.070164,0.990194,1.140481,-0.921953,0.052789,-0.167684,0.345106
8850,88.5,-2.069874,0.989676,1.135265,-0.921768,0.051736,-0.169958,0.344646
8851,88.51,-2.069609,0.989223,1.129894,-0.921761,0.050229,-0.172074,0.343839
8852,88.52,-2.069293,0.988718,1.124465,-0.921888,0.048604,-0.17458,0.342464
8853,88.53,-2.069018,0.988226,1.118925,-0.921836,0.047056,-0.177829,0.341146
8854,88.54,-2.068648,0.987712,1.11344,-0.921272,0.045867,-0.18088,0.341229
8855,88.55,-2.068255,0.987217,1.107846,-0.92084,0.044335,-0.183597,0.341146
8856,88.56,-2.067879,0.98672,1.102103,-0.920627,0.042634,-0.186083,0.340591
8857,88.57,-2.067569,0.986157,1.096298,-0.920451,0.040964,-0.188524,0.339926
8858,88.58,-2.067305,0.985512,1.09051,-0.919574,0.040009,-0.191007,0.341026
8859,88.59,-2.067198,0.984989,1.084296,-0.918452,0.040778,-0.189251,0.344916
8860,88.6,-2.067091,0.984246,1.078425,-0.918818,0.038229,-0.193339,0.341954
8861,88.61,-2.067092,0.983475,1.072477,-0.918816,0.036128,-0.196511,0.340376
8862,88.62,-2.067189,0.98274,1.06631,-0.918476,0.034919,-0.198185,0.340449
8863,88.63,-2.06738,0.981995,1.060048,-0.918422,0.034028,-0.199695,0.339801
8864,88.64,-2.067657,0.981283,1.053731,-0.918282,0.03288,-0.201104,0.339461
8865,88.65,-2.067954,0.980569,1.04736,-0.917767,0.03165,-0.203311,0.339657
8866,88.66,-2.068251,0.979883,1.040882,-0.917214,0.03051,-0.204911,0.340292
8867,88.67,-2.068506,0.979263,1.034306,-0.916777,0.029435,-0.20689,0.340367
8868,88.68,-2.068821,0.97868,1.027622,-0.916137,0.02838,-0.208771,0.341032
8869,88.69,-2.069232,0.978229,1.020587,-0.914494,0.029099,-0.207332,0.346218
8870,88.7,-2.069377,0.977301,1.013734,-0.913038,0.029912,-0.210804,0.347891
8871,88.71,-2.069765,0.976881,1.006526,-0.912341,0.028332,-0.213021,0.348503
8872,88.72,-2.069904,0.97613,0.999441,-0.911201,0.027039,-0.217326,0.348927
8873,88.73,-2.070066,0.97552,0.992226,-0.910295,0.024437,-0.222414,0.348279
8874,88.74,-2.07032,0.975031,0.984728,-0.909268,0.021965,-0.226667,0.348384
8875,88.75,-2.070672,0.974765,0.976938,-0.908664,0.019409,-0.230755,0.347426
8876,88.76,-2.070769,0.974458,0.969284,-0.907716,0.017733,-0.235042,0.347119
8877,88.77,-2.070883,0.974421,0.961664,-0.907197,0.016415,-0.238706,0.346041
8878,88.78,-2.07134,0.975049,0.953513,-0.90816,0.01342,-0.239605,0.34301
8879,88.79,-2.07164,0.975456,0.945838,-0.908057,0.012267,-0.241407,0.34206
8880,88.8,-2.072012,0.975928,0.938499,-0.907748,0.011577,-0.242888,0.341856
8881,88.81,-2.072789,0.976804,0.931436,-0.906574,0.00947,-0.246779,0.342249
8882,88.82,-2.073327,0.977682,0.92455,-0.906174,0.009324,-0.248585,0.342006
8883,88.83,-2.073772,0.978672,0.917393,-0.907378,0.010448,-0.247814,0.33933
8884,88.84,-2.074272,0.97971,0.910548,-0.907455,0.010671,-0.248914,0.338309
8885,88.85,-2.07503,0.980968,0.904008,-0.905636,0.00878,-0.253992,0.339463
8886,88.86,-2.075303,0.982109,0.897178,-0.904896,0.010192,-0.2564,0.339586
8887,88.87,-2.075418,0.983158,0.890303,-0.903118,0.010958,-0.259444,0.341975
8888,88.88,-2.075593,0.984327,0.884036,-0.900002,0.007905,-0.268109,0.343586
8889,88.89,-2.075104,0.984912,0.877811,-0.898145,0.007725,-0.274507,0.343397
8890,88.9,-2.074521,0.985529,0.871659,-0.897959,0.006088,-0.278376,0.340791
8891,88.91,-2.07443,0.986487,0.865428,-0.89599,0.001559,-0.283559,0.341751
8892,88.92,-2.073817,0.986914,0.859472,-0.895642,0.000798,-0.288147,0.338816
8893,88.93,-2.073537,0.987411,0.853524,-0.89379,-0.00246,-0.29333,0.339251
8894,88.94,-2.073045,0.98757,0.847766,-0.892323,-0.002567,-0.298323,0.338756
8895,88.95,-2.072992,0.988068,0.842114,-0.891172,-0.005796,-0.301685,0.33877
8896,88.96,-2.072621,0.988247,0.836906,-0.891714,-0.005557,-0.304731,0.334594
8897,88.97,-2.072259,0.988477,0.831724,-0.890453,-0.005178,-0.308847,0.334188
8898,88.98,-2.07207,0.988696,0.826683,-0.888903,-0.006282,-0.312825,0.334594
8899,88.99,-2.072044,0.989257,0.822079,-0.889861,-0.010667,-0.314111,0.330707
8900,89,-2.071689,0.989638,0.817621,-0.889868,-0.013598,-0.316518,0.32828
8901,89.01,-2.071095,0.990029,0.813317,-0.889212,-0.014789,-0.319397,0.327215
8902,89.02,-2.070391,0.990439,0.809186,-0.888472,-0.01658,-0.322231,0.326358
8903,89.03,-2.069553,0.990934,0.805217,-0.887787,-0.018399,-0.324667,0.32571
8904,89.04,-2.068418,0.99109,0.801388,-0.886842,-0.017407,-0.327972,0.325028
8905,89.05,-2.067444,0.991371,0.797601,-0.886018,-0.018087,-0.331094,0.32407
8906,89.06,-2.066576,0.991758,0.793916,-0.884967,-0.019804,-0.334265,0.323587
8907,89.07,-2.065674,0.99216,0.790229,-0.883892,-0.022039,-0.337554,0.322966
8908,89.08,-2.064713,0.992597,0.786571,-0.882887,-0.023857,-0.340866,0.322105
8909,89.09,-2.063849,0.993015,0.782779,-0.882138,-0.026189,-0.344288,0.320332
8910,89.1,-2.062909,0.993431,0.779134,-0.881001,-0.027815,-0.347524,0.319831
8911,89.11,-2.061958,0.993883,0.775533,-0.88019,-0.029866,-0.350548,0.318575
8912,89.12,-2.060748,0.994151,0.772334,-0.878533,-0.03064,-0.354078,0.319171
8913,89.13,-2.05974,0.994705,0.768979,-0.877226,-0.033332,-0.356856,0.319401
8914,89.14,-2.058729,0.995145,0.765693,-0.875942,-0.036007,-0.359836,0.319291
8915,89.15,-2.057939,0.9954,0.762538,-0.873708,-0.04,-0.364354,0.319815
8916,89.16,-2.056571,0.995461,0.759156,-0.873161,-0.039745,-0.366781,0.318563
8917,89.17,-2.055196,0.995471,0.755896,-0.872258,-0.040691,-0.369644,0.317607
8918,89.18,-2.053849,0.99546,0.752717,-0.870868,-0.042678,-0.373243,0.316951
8919,89.19,-2.052519,0.995174,0.749667,-0.869091,-0.04508,-0.378241,0.315566
8920,89.2,-2.051389,0.995272,0.746643,-0.866635,-0.049223,-0.382932,0.316045
8921,89.21,-2.04976,0.994942,0.743704,-0.864853,-0.050171,-0.386434,0.316513
8922,89.22,-2.048049,0.994633,0.740683,-0.863407,-0.05142,-0.389938,0.315963
8923,89.23,-2.046524,0.994656,0.737615,-0.861506,-0.055021,-0.394466,0.314924
8924,89.24,-2.044807,0.994518,0.734708,-0.860021,-0.057197,-0.398237,0.313846
8925,89.25,-2.042978,0.99425,0.731858,-0.858443,-0.058814,-0.402201,0.31281
8926,89.26,-2.041073,0.993992,0.729078,-0.856372,-0.060287,-0.407484,0.311365
8927,89.27,-2.038727,0.993303,0.726723,-0.855649,-0.059336,-0.407885,0.313009
8928,89.28,-2.036787,0.993157,0.724039,-0.854313,-0.062111,-0.41047,0.312739
8929,89.29,-2.0346,0.992694,0.721629,-0.852403,-0.0625,-0.414108,0.313077
8930,89.3,-2.032333,0.992212,0.71907,-0.851058,-0.062875,-0.417996,0.311491
8931,89.31,-2.030365,0.992173,0.716329,-0.848999,-0.066945,-0.422763,0.309823
8932,89.32,-2.02817,0.991906,0.713786,-0.847039,-0.069621,-0.426713,0.309182
8933,89.33,-2.025291,0.991136,0.7116,-0.84577,-0.06617,-0.429397,0.309699
8934,89.34,-2.023082,0.990757,0.709104,-0.842911,-0.069792,-0.434702,0.309297
8935,89.35,-2.02121,0.990372,0.706863,-0.838663,-0.075041,-0.438935,0.313606
8936,89.36,-2.018438,0.990234,0.704085,-0.837469,-0.076959,-0.443966,0.30922
8937,89.37,-2.015669,0.989938,0.701467,-0.835896,-0.078581,-0.448491,0.306528
8938,89.38,-2.013116,0.989671,0.698752,-0.831618,-0.080957,-0.457023,0.30494
8939,89.39,-2.010185,0.988702,0.696813,-0.830064,-0.079403,-0.45667,0.310067
8940,89.4,-2.007604,0.988351,0.69427,-0.825742,-0.083215,-0.462924,0.311332
8941,89.41,-2.004882,0.988063,0.691866,-0.821191,-0.086536,-0.468919,0.313483
8942,89.42,-2.001803,0.987608,0.689417,-0.818861,-0.087773,-0.474202,0.31128
8943,89.43,-1.998688,0.987198,0.687,-0.816,-0.089212,-0.478577,0.311689
8944,89.44,-1.995531,0.986787,0.684688,-0.81244,-0.091641,-0.482217,0.31466
8945,89.45,-1.992177,0.986407,0.68221,-0.809859,-0.09295,-0.4862,0.314797
8946,89.46,-1.989281,0.985942,0.679892,-0.805808,-0.093162,-0.496225,0.309443
8947,89.47,-1.985971,0.985513,0.677428,-0.80261,-0.093908,-0.503062,0.306477
8948,89.48,-1.982403,0.985091,0.674968,-0.799735,-0.095445,-0.506602,0.307683
8949,89.49,-1.978436,0.984777,0.672289,-0.799232,-0.095768,-0.508592,0.305598
8950,89.5,-1.974253,0.984104,0.67003,-0.795236,-0.101156,-0.508973,0.313551
8951,89.51,-1.970707,0.983501,0.667895,-0.794989,-0.10115,-0.503413,0.323011
8952,89.52,-1.967026,0.982895,0.665531,-0.793332,-0.100847,-0.504898,0.324857
8953,89.53,-1.963102,0.982235,0.663096,-0.790113,-0.101985,-0.508687,0.326433
8954,89.54,-1.958968,0.981597,0.660467,-0.787708,-0.10278,-0.512085,0.326682
8955,89.55,-1.955157,0.980676,0.658374,-0.785112,-0.103799,-0.511599,0.333304
8956,89.56,-1.950754,0.980101,0.655535,-0.782089,-0.104477,-0.517506,0.331071
8957,89.57,-1.946146,0.979367,0.653018,-0.781976,-0.103374,-0.516445,0.333335
8958,89.58,-1.941394,0.978857,0.650092,-0.780132,-0.103713,-0.520614,0.331059
8959,89.59,-1.937114,0.978026,0.647583,-0.777661,-0.103998,-0.522312,0.334092
8960,89.6,-1.932674,0.97741,0.644843,-0.777534,-0.102922,-0.525591,0.329549
8961,89.61,-1.927832,0.97703,0.641665,-0.77452,-0.105242,-0.529462,0.329717
8962,89.62,-1.923716,0.976305,0.63964,-0.768894,-0.110119,-0.536874,0.329306
8963,89.63,-1.918111,0.976281,0.636931,-0.767376,-0.109124,-0.53862,0.330325
8964,89.64,-1.912843,0.975877,0.6348,-0.764479,-0.111124,-0.539123,0.335514
8965,89.65,-1.907811,0.976068,0.633024,-0.760971,-0.114632,-0.541425,0.338587
8966,89.66,-1.902205,0.97652,0.630916,-0.75869,-0.115039,-0.547254,0.334168
8967,89.67,-1.896747,0.977134,0.628976,-0.756135,-0.115993,-0.552111,0.331631
8968,89.68,-1.891577,0.978047,0.627053,-0.753398,-0.118979,-0.554431,0.332929
8969,89.69,-1.886711,0.978776,0.625695,-0.749752,-0.121261,-0.555794,0.338026
8970,89.7,-1.881536,0.979659,0.624301,-0.74606,-0.124213,-0.558108,0.341293
8971,89.71,-1.875351,0.980581,0.622126,-0.739901,-0.125519,-0.568788,0.336559
8972,89.72,-1.869724,0.981453,0.620197,-0.735744,-0.126422,-0.574494,0.335642
8973,89.73,-1.86437,0.982597,0.618515,-0.733864,-0.128254,-0.576269,0.33602
8974,89.74,-1.859083,0.983362,0.616486,-0.732298,-0.127726,-0.578395,0.335985
8975,89.75,-1.854324,0.983989,0.615276,-0.728806,-0.129925,-0.579214,0.341281
8976,89.76,-1.848543,0.984625,0.613621,-0.728585,-0.128703,-0.581067,0.33906
8977,89.77,-1.843126,0.985044,0.611938,-0.72792,-0.127217,-0.582804,0.338066
8978,89.78,-1.837977,0.985456,0.610626,-0.726609,-0.12858,-0.583742,0.33875
8979,89.79,-1.833466,0.985668,0.609501,-0.728572,-0.127329,-0.579321,0.342575
8980,89.8,-1.827654,0.98563,0.608101,-0.726924,-0.125275,-0.585419,0.336411
8981,89.81,-1.823429,0.985726,0.607147,-0.721372,-0.128695,-0.593961,0.33207
8982,89.82,-1.818649,0.985396,0.606106,-0.720123,-0.130249,-0.591687,0.338177
8983,89.83,-1.814102,0.985038,0.604718,-0.719579,-0.131216,-0.590584,0.340879
8984,89.84,-1.810254,0.984659,0.603743,-0.722462,-0.130267,-0.585413,0.34405
8985,89.85,-1.805981,0.98415,0.602789,-0.718917,-0.131691,-0.588975,0.344855
8986,89.86,-1.802095,0.984135,0.601624,-0.718101,-0.134067,-0.588946,0.345688
8987,89.87,-1.797639,0.983882,0.600482,-0.712861,-0.136348,-0.59638,0.342884
8988,89.88,-1.793294,0.983734,0.59946,-0.709295,-0.137424,-0.601156,0.341507
8989,89.89,-1.789244,0.983734,0.598283,-0.707469,-0.138718,-0.603052,0.341428
8990,89.9,-1.785223,0.983872,0.597206,-0.705528,-0.13957,-0.605058,0.341549
8991,89.91,-1.781398,0.984038,0.596413,-0.709393,-0.136508,-0.600104,0.343514
8992,89.92,-1.777356,0.9845,0.595448,-0.704244,-0.137389,-0.610574,0.335206
8993,89.93,-1.772858,0.984928,0.594414,-0.701299,-0.138869,-0.611842,0.338445
8994,89.94,-1.768951,0.985628,0.593474,-0.697296,-0.14281,-0.613369,0.342289
8995,89.95,-1.763994,0.985988,0.592779,-0.696602,-0.13986,-0.618111,0.336337
8996,89.96,-1.760206,0.986778,0.592068,-0.69227,-0.144203,-0.619787,0.340341
8997,89.97,-1.756821,0.987354,0.591848,-0.686554,-0.14715,-0.626082,0.339135
8998,89.98,-1.752018,0.987897,0.591018,-0.684812,-0.147923,-0.626467,0.341601
8999,89.99,-1.747818,0.988316,0.590715,-0.68129,-0.148518,-0.631661,0.338808
9000,90,-1.742866,0.988809,0.589912,-0.679818,-0.149207,-0.632047,0.340737
9001,90.01,-1.737593,0.988833,0.589351,-0.681151,-0.14591,-0.632481,0.33869
9002,90.02,-1.73276,0.98905,0.589107,-0.678962,-0.145287,-0.635357,0.337971
9003,90.03,-1.72826,0.989277,0.588821,-0.674208,-0.147644,-0.639246,0.339129
9004,90.04,-1.72368,0.989684,0.588109,-0.669532,-0.149171,-0.648654,0.329732
9005,90.05,-1.718954,0.989809,0.587685,-0.668897,-0.150536,-0.646664,0.334278
9006,90.06,-1.714684,0.989865,0.587343,-0.665143,-0.154401,-0.646419,0.340423
9007,90.07,-1.710599,0.989948,0.587018,-0.659735,-0.156733,-0.654146,0.335079
9008,90.08,-1.705858,0.989834,0.58649,-0.657591,-0.157758,-0.654758,0.337608
9009,90.09,-1.70117,0.989702,0.585934,-0.655198,-0.158743,-0.656316,0.33877
9010,90.1,-1.696619,0.989538,0.58545,-0.652309,-0.159865,-0.659433,0.337765
9011,90.11,-1.692359,0.989476,0.58497,-0.64845,-0.16104,-0.666119,0.33146
9012,90.12,-1.687951,0.989368,0.584419,-0.645217,-0.161852,-0.670548,0.328429
9013,90.13,-1.683162,0.989028,0.58373,-0.64415,-0.162457,-0.669427,0.332484
9014,90.14,-1.678877,0.98892,0.583144,-0.641023,-0.162524,-0.674453,0.328313
9015,90.15,-1.674507,0.988659,0.582468,-0.637962,-0.163399,-0.678601,0.32528
9016,90.16,-1.669732,0.988253,0.581668,-0.636594,-0.164426,-0.67747,0.329767
9017,90.17,-1.665444,0.988036,0.580945,-0.632983,-0.165332,-0.682178,0.326544
9018,90.18,-1.661077,0.987828,0.580122,-0.630048,-0.165919,-0.685999,0.323907
